Date,Close,High,Low,Open,Volume,Daily Return,Volatility_30d,MA50,MA200,Month,SMA21,SMA50,Prev_Fast,Prev_Slow,Signal
2017-01-03,56.049705505371094,56.28257269820321,55.646662847941315,56.23779093996194,20694100,0.007080775065461786,0.15680416230647928,54.470515670776365,49.77511713027954,Jan,,,,,0
2017-01-04,55.79893112182617,56.20197384868853,55.63771403108123,55.96014821257112,21340000,-0.004474142750328869,0.15670623537834555,54.52497718811035,49.817669792175295,Jan,,,,,0
2017-01-05,55.79893112182617,56.12136530331606,55.55710548570876,55.700409186745404,24876000,0.0,0.1551717659677575,54.55559638977051,49.85930055618286,Jan,,,,,0
2017-01-06,56.28257369995117,56.560226072595526,55.56605530545033,55.798922502427146,19922900,0.008667595747829937,0.15653696643466564,54.59606643676758,49.903788528442384,Jan,,,,,0
2017-01-09,56.10344314575195,56.49753082448694,56.0138796278372,56.21092005057549,20382700,-0.0031827001223182494,0.15237854844215332,54.63935935974121,49.946327228546146,Jan,,,,,0
2017-01-10,56.085540771484375,56.488583514498366,55.78101996749935,56.18406271051334,18593000,-0.0003190958212861972,0.15242096872793226,54.69172431945801,49.99171766281128,Jan,,,,,0
2017-01-11,56.59605026245117,56.63187703686057,55.915358631818805,56.07657570003186,21517300,0.00910233696500895,0.15414378280160604,54.75839172363281,50.03452445983887,Jan,,,,,0
2017-01-12,56.07656478881836,56.78412807089682,55.48543679260019,56.47960738092815,20968200,-0.009178829109519393,0.15585058150491635,54.813779983520504,50.073241233825684,Jan,,,,,0
2017-01-13,56.15718460083008,56.30944326812036,55.84370544764475,56.08553105154339,19422300,0.0014376738717025717,0.1497057961023775,54.872915496826174,50.11157089233399,Jan,,,,,0
2017-01-17,56.00492858886719,56.15719068929475,55.5571041071609,56.13927730003094,20664000,-0.0027112472436988666,0.1391739010979913,54.93558952331543,50.14764675140381,Jan,,,,,0
2017-01-18,55.97805404663086,56.157184502905935,55.63770652137114,56.13031271365564,19670100,-0.00047986030718139006,0.13931096247956595,55.00164031982422,50.18420276641846,Jan,,,,,0
2017-01-19,55.79893112182617,56.407972705389355,55.70936758991442,55.74519436933102,18451700,-0.003199877663762174,0.13294771037298758,55.07300491333008,50.223682384490964,Jan,,,,,0
