Date,Close,High,Low,Open,Volume
2009-01-05,14.917505264282227,15.026551075644239,14.583096537966977,14.68487383028521,61475200
2009-01-06,15.091974258422852,15.266447780956998,14.982928480163048,15.084704354993224,58083400
2009-01-07,14.183259963989258,14.750300065526838,14.161450249340383,14.677602403289828,72709900
2009-01-08,14.626713752746582,14.677601697889056,14.212337513888189,14.270495363564233,70255400
2009-01-09,14.190524101257324,14.757562585734476,14.110556566639465,14.663056633852289,49815300
2009-01-12,14.1541748046875,14.386807510114865,14.030589243232226,14.328648293813998,52163500
2009-01-13,14.408615112304688,14.53220066760727,14.190523608402229,14.190523608402229,65843500
2009-01-14,13.877924919128418,14.30683941648001,13.819767091687115,14.197793663351566,80257500
2009-01-15,13.986976623535156,14.030594666027053,13.463555953854693,13.863391014314308,96169800
2009-01-16,14.328654289245605,14.474049617650385,13.921549310941886,14.270496435202217,79634100
2009-01-20,13.434475898742676,14.263226998765115,13.354509721199848,14.146909911571637,89873000
2009-01-21,14.088749885559082,14.13963920998167,13.419934017091936,13.717994513769272,68340900
2009-01-22,12.438522338867188,13.216384094091207,12.409442720888624,13.12187672225338,222436600
2009-01-23,12.503948211669922,12.714769863929112,12.176809491587372,12.336743206632011,117020600
2009-01-26,12.816544532775879,12.947400008500038,12.52575535705117,12.569374773354,92476500
2009-01-27,12.838356971740723,13.063718457539405,12.671153333457587,12.925594436310272,61695000
2009-01-28,13.114605903625488,13.310887744176597,12.911052773262854,12.940130999547653,64145500
2009-01-29,12.787466049194336,13.056445511313244,12.76565634148518,12.925591424834717,49192800
2009-01-30,12.431254386901855,12.932866783078373,12.431254386901857,12.896517254895889,62370900
2009-02-02,12.961941719055176,13.18003328625534,12.358553570769535,12.380363282126499,88871700
2009-02-03,13.449013710021973,13.528981262277592,12.79473764469072,12.97648107320453,86865100
2009-02-04,13.5435209274292,13.812501836450224,13.449014946017323,13.47809456281633,75618000
2009-02-05,13.841577529907227,13.914273778114376,13.267267740244773,13.456281036085882,75195200
2009-02-06,14.292305946350098,14.488589220915888,13.856121353956985,13.92881901712127,86746000
2009-02-09,14.132369995117188,14.372271275572604,14.00151449912471,14.277763912203646,52196400
2009-02-10,13.667101860046387,14.3940753927423,13.594405616050373,13.994240504396336,83953200
2009-02-11,13.965160369873047,14.168713450510085,13.754338774384616,13.768878577271245,58599000
2009-02-12,14.001509666442871,14.04512768785462,13.478089249726166,13.79068668753426,75323200
2009-02-13,13.877924919128418,14.154174252826605,13.841576796949596,14.008780377519342,47416000
2009-02-17,13.24112319946289,13.541225932771496,13.094731009317496,13.533906183654288,75853300
2009-02-18,13.263087272644043,13.504633497001969,13.17525164737757,13.336281998249554,54946900
2009-02-19,13.109369277954102,13.453389077599113,13.036173189746856,13.394832486253168,49195600
2009-02-20,13.17524528503418,13.314317709506213,12.926379429073373,13.006895263678112,69413800
2009-02-23,12.597000122070312,13.285041230274286,12.560402770015633,13.18988727727243,70803400
2009-02-24,12.567728042602539,12.699480801658028,11.974842022952945,12.465254294937205,122674500
2009-02-25,12.414005279541016,12.618953993569825,12.048026330553148,12.45060401209914,105894600
2009-02-26,12.018754959106445,12.501847310034385,12.018754959106445,12.4798880591378,83219500
2009-02-27,11.821127891540527,12.09195311407099,11.784530529947155,11.923603016981708,93428000
2009-03-02,11.55762004852295,11.894320851312873,11.506383197462442,11.682052999426817,80602100
2009-03-03,11.623496055603027,11.887000750769948,11.44782625882508,11.733290202126534,80476600
2009-03-04,11.799166679382324,12.004114079813386,11.63081593209295,11.799166679382324,69285100
2009-03-05,11.177002906799316,11.623497191765873,11.177002906799316,11.608857691578548,89708500
2009-03-06,11.18432331085205,11.433189259722232,10.88422050123208,11.235560869651712,92821400
2009-03-09,11.089167594909668,11.5210230891545,11.052570239573509,11.125765648295635,66479100
2009-03-10,12.062675476074219,12.165150613138207,11.162366876204969,11.250201810481236,95184200
2009-03-11,12.523805618286133,12.589681969917875,12.026073804223868,12.172464610883674,84522200
2009-03-12,12.450613021850586,12.47257227727604,12.062674552600367,12.450613021850586,93694100
2009-03-13,12.187103271484375,12.479886260749879,11.843083433609834,12.428649412140842,82965800
2009-03-16,11.894320487976074,12.414010128399912,11.887000738605387,12.311536429409172,67028900
2009-03-17,12.37009334564209,12.37009334564209,11.901640542695008,11.945557643946428,62481000
2009-03-18,12.414005279541016,12.604314500546575,12.150501385617,12.46524350512239,70710700
2009-03-19,12.545764923095703,12.772673003238038,12.384734598307311,12.714116394578653,58994600
2009-03-20,12.487212181091309,12.919067827215402,12.355459421785637,12.677521567188375,81725500
2009-03-23,13.416792869567871,13.607102156609185,12.670195219505652,12.714113713814758,71600000
2009-03-24,13.12401294708252,13.328960383898721,13.05813658636311,13.204528809317287,50044100
2009-03-25,13.087409973144531,13.40215217373485,12.823906011335753,13.160606061018903,73927100
2009-03-26,13.782774925231934,13.819372282302087,13.263085195117407,13.29968255218756,63775100
2009-03-27,13.270401000976562,13.629061732659189,13.21184440325072,13.570505134933347,47670400
2009-03-30,12.794629096984863,12.999577897119215,12.64091854395871,12.984938397945443,49633000
2009-03-31,13.446070671081543,13.753493123433685,13.014215288108316,13.050812634014823,92423300
2009-04-01,14.134111404418945,14.170710149368382,13.306999313952835,13.343596662802904,96438900
2009-04-02,14.119476318359375,14.558650182762117,13.907207740611673,14.273186891680401,99082300
2009-04-03,13.724218368530273,14.01700141450565,13.489991931749975,14.002361913181959,81858400
2009-04-06,13.731534957885742,13.73153495788574,13.372875634624842,13.57050466869698,47476100
2009-04-07,13.731534957885742,14.009678438502577,13.636379617288327,13.73153495788574,65815200
2009-04-08,14.046279907226562,14.361022193761286,13.87792844031521,13.885248190711325,56408900
2009-04-09,14.397616386413574,14.41957563277736,14.068234671453439,14.236586101377135,55759600
2009-04-13,14.339059829711914,14.529369110397802,14.178029544254317,14.412255921683307,44444700
2009-04-14,14.163394927978516,14.30978576627479,13.907209215835273,14.229271293846773,63796300
2009-04-15,13.782774925231934,14.090197471360142,13.548548489343712,14.060918468824273,72725500
2009-04-16,14.463495254516602,14.478134754648298,13.899887064342472,14.02432002326274,67688700
2009-04-17,14.053600311279297,14.412259720772921,13.907208088747339,14.412259720772921,61398500
2009-04-20,13.62173843383789,13.870604258347377,13.592459444554867,13.826685774422844,62937200
2009-04-21,13.885251998901367,13.965767879241392,13.59246888325585,13.60710838806313,60928300
2009-04-22,13.746180534362793,14.046283394614324,13.687623912755177,13.731541029935892,59401000
2009-04-23,13.848650932312012,13.863290433207288,13.519269142666518,13.848650932312012,86116300
2009-04-24,15.30524730682373,15.517515875151847,14.27318625829642,14.507412681210475,168478500
2009-04-27,14.93194580078125,15.239368275919364,14.844111605655709,15.041739242737856,68219600
2009-04-28,14.587928771972656,14.836794699341654,14.485455059326467,14.82215519864945,76685200
2009-04-29,14.822155952453613,15.29060882963111,14.683083481004159,14.719682234595961,79301600
2009-04-30,14.82947826385498,15.444323469368806,14.646488652597293,15.078344246853431,87439900
2009-05-01,14.814831733703613,14.895347571222965,14.536688270790185,14.778234387248967,63224500
